Time,Interval Start,Interval End,Market,Location,Location Type,LMP,Energy,Congestion,Loss
2024-04-03 20:00:00-07:00,2024-04-03 20:00:00-07:00,2024-04-03 21:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,52.49377,52.1004,0.41941,-0.02605
2024-04-03 21:00:00-07:00,2024-04-03 21:00:00-07:00,2024-04-03 22:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,51.05524,50.3656,0.43781,0.25183
2024-04-03 22:00:00-07:00,2024-04-03 22:00:00-07:00,2024-04-03 23:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,44.83772,43.65859,0.59847,0.58066
2024-04-03 23:00:00-07:00,2024-04-03 23:00:00-07:00,2024-04-04 00:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,43.00047,42.18991,0.37178,0.43878
2024-04-04 00:00:00-07:00,2024-04-04 00:00:00-07:00,2024-04-04 01:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,45.94104,44.77881,1.09058,0.07165
2024-04-04 01:00:00-07:00,2024-04-04 01:00:00-07:00,2024-04-04 02:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,41.7383,41.01368,0.6549,0.06972
2024-04-04 02:00:00-07:00,2024-04-04 02:00:00-07:00,2024-04-04 03:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,39.17063,38.49512,0.69861,-0.0231
2024-04-04 03:00:00-07:00,2024-04-04 03:00:00-07:00,2024-04-04 04:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,39.29561,38.34487,0.99292,-0.04218
2024-04-04 04:00:00-07:00,2024-04-04 04:00:00-07:00,2024-04-04 05:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,37.58128,36.50092,1.01101,0.06935
2024-04-04 05:00:00-07:00,2024-04-04 05:00:00-07:00,2024-04-04 06:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,47.69,46.73,0.82915,0.13084
2024-04-04 06:00:00-07:00,2024-04-04 06:00:00-07:00,2024-04-04 07:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,48.85937,48.91448,0.06718,-0.12229
2024-04-04 07:00:00-07:00,2024-04-04 07:00:00-07:00,2024-04-04 08:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,34.42687,44.22263,-9.95939,0.16362
2024-04-04 08:00:00-07:00,2024-04-04 08:00:00-07:00,2024-04-04 09:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,40.15835,30.19814,9.63105,0.32916
2024-04-04 09:00:00-07:00,2024-04-04 09:00:00-07:00,2024-04-04 10:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,10.13841,19.27376,-9.32422,0.18888
2024-04-04 10:00:00-07:00,2024-04-04 10:00:00-07:00,2024-04-04 11:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-5.36,12.41631,-17.91165,0.13534
2024-04-04 11:00:00-07:00,2024-04-04 11:00:00-07:00,2024-04-04 12:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-10.20286,9.82955,-20.11989,0.08748
2024-04-04 12:00:00-07:00,2024-04-04 12:00:00-07:00,2024-04-04 13:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-14.574,7.24601,-21.91131,0.0913
2024-04-04 13:00:00-07:00,2024-04-04 13:00:00-07:00,2024-04-04 14:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-15.0,6.61914,-21.71115,0.09201
2024-04-04 14:00:00-07:00,2024-04-04 14:00:00-07:00,2024-04-04 15:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-18.05624,4.43364,-22.55106,0.06118
2024-04-04 15:00:00-07:00,2024-04-04 15:00:00-07:00,2024-04-04 16:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-20.17947,1.82423,-22.02852,0.02481
2024-04-04 16:00:00-07:00,2024-04-04 16:00:00-07:00,2024-04-04 17:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-7.38782,7.43354,-14.92543,0.10407
2024-04-04 17:00:00-07:00,2024-04-04 17:00:00-07:00,2024-04-04 18:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,31.51252,26.52586,4.70548,0.28117
2024-04-04 18:00:00-07:00,2024-04-04 18:00:00-07:00,2024-04-04 19:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,44.60005,44.71065,0.09507,-0.20567
2024-04-04 19:00:00-07:00,2024-04-04 19:00:00-07:00,2024-04-04 20:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,48.25603,48.57,-0.10026,-0.21371
2024-04-04 20:00:00-07:00,2024-04-04 20:00:00-07:00,2024-04-04 21:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,48.26215,49.27745,-0.71963,-0.29566
2024-04-04 21:00:00-07:00,2024-04-04 21:00:00-07:00,2024-04-04 22:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,47.71439,47.43631,0.51526,-0.23718
2024-04-04 22:00:00-07:00,2024-04-04 22:00:00-07:00,2024-04-04 23:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,44.73856,44.46668,0.36526,-0.09338
2024-04-04 23:00:00-07:00,2024-04-04 23:00:00-07:00,2024-04-05 00:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,43.93124,43.56221,0.47793,-0.10891
2024-04-05 00:00:00-07:00,2024-04-05 00:00:00-07:00,2024-04-05 01:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,39.68476,37.64359,1.59322,0.44796
2024-04-05 01:00:00-07:00,2024-04-05 01:00:00-07:00,2024-04-05 02:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,34.60813,34.25024,0.50174,-0.14385
2024-04-05 02:00:00-07:00,2024-04-05 02:00:00-07:00,2024-04-05 03:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,32.93399,32.82632,0.34074,-0.23307
2024-04-05 03:00:00-07:00,2024-04-05 03:00:00-07:00,2024-04-05 04:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,33.07705,32.78732,0.4635,-0.17377
2024-04-05 04:00:00-07:00,2024-04-05 04:00:00-07:00,2024-04-05 05:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,38.13022,37.67088,0.35386,0.10548
2024-04-05 05:00:00-07:00,2024-04-05 05:00:00-07:00,2024-04-05 06:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,44.22102,43.44462,0.80681,-0.03041
2024-04-05 06:00:00-07:00,2024-04-05 06:00:00-07:00,2024-04-05 07:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,50.5761,50.54388,0.28999,-0.25777
2024-04-05 07:00:00-07:00,2024-04-05 07:00:00-07:00,2024-04-05 08:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,41.66278,46.24665,-3.50633,-1.07755
2024-04-05 08:00:00-07:00,2024-04-05 08:00:00-07:00,2024-04-05 09:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-1.66762,20.55226,-22.02052,-0.19936
2024-04-05 09:00:00-07:00,2024-04-05 09:00:00-07:00,2024-04-05 10:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-17.16778,8.13931,-25.19721,-0.10988
2024-04-05 10:00:00-07:00,2024-04-05 10:00:00-07:00,2024-04-05 11:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-25.76589,1.9708,-27.72999,-0.0067
2024-04-05 11:00:00-07:00,2024-04-05 11:00:00-07:00,2024-04-05 12:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-29.54372,-2.35092,-27.20526,0.01246
2024-04-05 12:00:00-07:00,2024-04-05 12:00:00-07:00,2024-04-05 13:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-32.25078,-4.66394,-27.61809,0.03125
2024-04-05 13:00:00-07:00,2024-04-05 13:00:00-07:00,2024-04-05 14:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-31.9459,-8.44935,-23.56921,0.07266
2024-04-05 14:00:00-07:00,2024-04-05 14:00:00-07:00,2024-04-05 15:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-28.17723,-3.83142,-24.36688,0.02107
2024-04-05 15:00:00-07:00,2024-04-05 15:00:00-07:00,2024-04-05 16:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-26.9212,-4.98508,-21.93512,-0.001
2024-04-05 16:00:00-07:00,2024-04-05 16:00:00-07:00,2024-04-05 17:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-17.50807,2.34701,-19.83443,-0.02065
2024-04-05 17:00:00-07:00,2024-04-05 17:00:00-07:00,2024-04-05 18:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,6.74453,17.28522,-10.39895,-0.14174
2024-04-05 18:00:00-07:00,2024-04-05 18:00:00-07:00,2024-04-05 19:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,39.89219,39.49176,0.66503,-0.26459
2024-04-05 19:00:00-07:00,2024-04-05 19:00:00-07:00,2024-04-05 20:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,43.75332,43.06965,0.68797,-0.00431
2024-04-05 20:00:00-07:00,2024-04-05 20:00:00-07:00,2024-04-05 21:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,42.30564,42.53962,-1e-05,-0.23397
2024-04-05 21:00:00-07:00,2024-04-05 21:00:00-07:00,2024-04-05 22:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,44.03991,43.43484,0.47042,0.13465
2024-04-05 22:00:00-07:00,2024-04-05 22:00:00-07:00,2024-04-05 23:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,40.17367,39.72169,0.41623,0.03575
2024-04-05 23:00:00-07:00,2024-04-05 23:00:00-07:00,2024-04-06 00:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,38.01585,37.57784,0.46432,-0.0263
2024-04-06 00:00:00-07:00,2024-04-06 00:00:00-07:00,2024-04-06 01:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,31.9846,32.67002,-0.43713,-0.24829
2024-04-06 01:00:00-07:00,2024-04-06 01:00:00-07:00,2024-04-06 02:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,29.30962,30.70267,-1.1505,-0.24255
2024-04-06 02:00:00-07:00,2024-04-06 02:00:00-07:00,2024-04-06 03:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,29.57387,30.34282,-0.66881,-0.10013
2024-04-06 03:00:00-07:00,2024-04-06 03:00:00-07:00,2024-04-06 04:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,28.69133,29.86217,-1.01855,-0.1523
2024-04-06 04:00:00-07:00,2024-04-06 04:00:00-07:00,2024-04-06 05:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,28.6903,29.89666,-1.03296,-0.1734
2024-04-06 05:00:00-07:00,2024-04-06 05:00:00-07:00,2024-04-06 06:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,32.42761,34.95666,-2.3263,-0.20275
2024-04-06 06:00:00-07:00,2024-04-06 06:00:00-07:00,2024-04-06 07:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,37.84858,37.56977,0.51925,-0.24045
2024-04-06 07:00:00-07:00,2024-04-06 07:00:00-07:00,2024-04-06 08:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,8.53692,22.34464,-13.74068,-0.06703
2024-04-06 08:00:00-07:00,2024-04-06 08:00:00-07:00,2024-04-06 09:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-41.89372,-11.37016,-30.45647,-0.06708
2024-04-06 09:00:00-07:00,2024-04-06 09:00:00-07:00,2024-04-06 10:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-55.84375,-18.55717,-37.42019,0.13361
2024-04-06 10:00:00-07:00,2024-04-06 10:00:00-07:00,2024-04-06 11:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-61.44858,-24.5624,-37.1318,0.24562
2024-04-06 11:00:00-07:00,2024-04-06 11:00:00-07:00,2024-04-06 12:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-62.2957,-27.24824,-35.22458,0.17711
2024-04-06 12:00:00-07:00,2024-04-06 12:00:00-07:00,2024-04-06 13:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-62.72964,-27.90414,-35.05152,0.22602
2024-04-06 13:00:00-07:00,2024-04-06 13:00:00-07:00,2024-04-06 14:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-62.83488,-29.73129,-33.40685,0.30326
2024-04-06 14:00:00-07:00,2024-04-06 14:00:00-07:00,2024-04-06 15:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-62.73312,-29.47945,-33.46298,0.2093
2024-04-06 15:00:00-07:00,2024-04-06 15:00:00-07:00,2024-04-06 16:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-62.46615,-27.26434,-35.45264,0.25083
2024-04-06 16:00:00-07:00,2024-04-06 16:00:00-07:00,2024-04-06 17:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-58.85092,-29.73323,-29.32582,0.20813
2024-04-06 17:00:00-07:00,2024-04-06 17:00:00-07:00,2024-04-06 18:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-40.0,-10.5258,-29.45841,-0.01579
2024-04-06 18:00:00-07:00,2024-04-06 18:00:00-07:00,2024-04-06 19:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,32.5359,31.79987,0.55159,0.18444
2024-04-06 19:00:00-07:00,2024-04-06 19:00:00-07:00,2024-04-06 20:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,40.98232,40.49675,0.47747,0.0081
2024-04-06 20:00:00-07:00,2024-04-06 20:00:00-07:00,2024-04-06 21:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,41.54033,41.01024,0.62851,-0.09842
2024-04-06 21:00:00-07:00,2024-04-06 21:00:00-07:00,2024-04-06 22:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,40.97114,40.56161,0.56772,-0.15819
2024-04-06 22:00:00-07:00,2024-04-06 22:00:00-07:00,2024-04-06 23:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,39.75631,39.20849,0.61055,-0.06273
2024-04-06 23:00:00-07:00,2024-04-06 23:00:00-07:00,2024-04-07 00:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,39.39014,38.80868,0.65132,-0.06986
2024-04-07 00:00:00-07:00,2024-04-07 00:00:00-07:00,2024-04-07 01:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,49.24588,47.87637,0.77105,0.59845
2024-04-07 01:00:00-07:00,2024-04-07 01:00:00-07:00,2024-04-07 02:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,48.63,47.1852,0.76533,0.67947
2024-04-07 02:00:00-07:00,2024-04-07 02:00:00-07:00,2024-04-07 03:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,45.13401,43.75056,0.75344,0.63001
2024-04-07 03:00:00-07:00,2024-04-07 03:00:00-07:00,2024-04-07 04:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,44.97916,43.65934,0.78717,0.53264
2024-04-07 04:00:00-07:00,2024-04-07 04:00:00-07:00,2024-04-07 05:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,45.85049,44.4172,0.77592,0.65737
2024-04-07 05:00:00-07:00,2024-04-07 05:00:00-07:00,2024-04-07 06:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,47.69404,46.48569,0.76674,0.44161
2024-04-07 06:00:00-07:00,2024-04-07 06:00:00-07:00,2024-04-07 07:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,47.40092,46.55975,0.76667,0.0745
2024-04-07 07:00:00-07:00,2024-04-07 07:00:00-07:00,2024-04-07 08:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,14.46637,24.23108,-9.49332,-0.27139
2024-04-07 08:00:00-07:00,2024-04-07 08:00:00-07:00,2024-04-07 09:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-34.29715,-7.54059,-26.81839,0.06183
2024-04-07 09:00:00-07:00,2024-04-07 09:00:00-07:00,2024-04-07 10:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-55.96397,-17.77239,-38.35864,0.16706
2024-04-07 10:00:00-07:00,2024-04-07 10:00:00-07:00,2024-04-07 11:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-60.64232,-23.04669,-37.68551,0.08988
2024-04-07 11:00:00-07:00,2024-04-07 11:00:00-07:00,2024-04-07 12:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-61.47605,-27.06806,-34.44318,0.03519
2024-04-07 12:00:00-07:00,2024-04-07 12:00:00-07:00,2024-04-07 13:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-62.94873,-28.0012,-35.21634,0.26881
2024-04-07 13:00:00-07:00,2024-04-07 13:00:00-07:00,2024-04-07 14:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-63.08591,-30.37191,-33.00861,0.29461
2024-04-07 14:00:00-07:00,2024-04-07 14:00:00-07:00,2024-04-07 15:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-62.64507,-29.69965,-33.2929,0.34749
2024-04-07 15:00:00-07:00,2024-04-07 15:00:00-07:00,2024-04-07 16:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-62.73914,-30.36535,-32.51954,0.14575
2024-04-07 16:00:00-07:00,2024-04-07 16:00:00-07:00,2024-04-07 17:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-62.44277,-25.58962,-36.77382,-0.07933
2024-04-07 17:00:00-07:00,2024-04-07 17:00:00-07:00,2024-04-07 18:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-27.18689,-2.9891,-24.19272,-0.00508
2024-04-07 18:00:00-07:00,2024-04-07 18:00:00-07:00,2024-04-07 19:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,37.04815,36.46221,0.57864,0.00729
2024-04-07 19:00:00-07:00,2024-04-07 19:00:00-07:00,2024-04-07 20:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,41.63606,41.80009,0.05751,-0.22154
2024-04-07 20:00:00-07:00,2024-04-07 20:00:00-07:00,2024-04-07 21:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,39.43444,43.47008,-3.4488,-0.58685
2024-04-07 21:00:00-07:00,2024-04-07 21:00:00-07:00,2024-04-07 22:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,40.43875,41.17363,-0.669,-0.06588
2024-04-07 22:00:00-07:00,2024-04-07 22:00:00-07:00,2024-04-07 23:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,39.92747,39.81648,0.56887,-0.45789
2024-04-07 23:00:00-07:00,2024-04-07 23:00:00-07:00,2024-04-08 00:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,39.19399,39.50061,0.03308,-0.33971
2024-04-08 00:00:00-07:00,2024-04-08 00:00:00-07:00,2024-04-08 01:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,35.7296,35.35154,0.7351,-0.35705
2024-04-08 01:00:00-07:00,2024-04-08 01:00:00-07:00,2024-04-08 02:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,34.68149,34.40742,0.73168,-0.45762
2024-04-08 02:00:00-07:00,2024-04-08 02:00:00-07:00,2024-04-08 03:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,35.067,34.49271,0.99855,-0.42426
2024-04-08 03:00:00-07:00,2024-04-08 03:00:00-07:00,2024-04-08 04:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,34.90741,34.57094,0.73058,-0.39411
2024-04-08 04:00:00-07:00,2024-04-08 04:00:00-07:00,2024-04-08 05:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,37.77113,37.40612,0.72037,-0.35536
2024-04-08 05:00:00-07:00,2024-04-08 05:00:00-07:00,2024-04-08 06:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,41.82152,41.24554,0.65435,-0.07837
2024-04-08 06:00:00-07:00,2024-04-08 06:00:00-07:00,2024-04-08 07:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,59.68804,58.64692,0.66578,0.37534
2024-04-08 07:00:00-07:00,2024-04-08 07:00:00-07:00,2024-04-08 08:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,36.66846,36.93406,0.29211,-0.5577
2024-04-08 08:00:00-07:00,2024-04-08 08:00:00-07:00,2024-04-08 09:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,1.99914,16.44579,-14.4302,-0.01645
2024-04-08 09:00:00-07:00,2024-04-08 09:00:00-07:00,2024-04-08 10:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-5.53068,8.42721,-13.95452,-0.00337
2024-04-08 10:00:00-07:00,2024-04-08 10:00:00-07:00,2024-04-08 11:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-1.95474,9.95957,-11.82169,-0.09262
2024-04-08 11:00:00-07:00,2024-04-08 11:00:00-07:00,2024-04-08 12:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,0.73384,11.80458,-10.97984,-0.0909
2024-04-08 12:00:00-07:00,2024-04-08 12:00:00-07:00,2024-04-08 13:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-23.61466,-6.13726,-17.47494,-0.00245
2024-04-08 13:00:00-07:00,2024-04-08 13:00:00-07:00,2024-04-08 14:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-25.58493,-9.18809,-16.39776,0.00092
2024-04-08 14:00:00-07:00,2024-04-08 14:00:00-07:00,2024-04-08 15:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-23.50166,-9.14013,-14.38529,0.02376
2024-04-08 15:00:00-07:00,2024-04-08 15:00:00-07:00,2024-04-08 16:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-22.75007,-7.0201,-15.75875,0.02878
2024-04-08 16:00:00-07:00,2024-04-08 16:00:00-07:00,2024-04-08 17:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-20.94274,-4.5354,-16.41233,0.00499
2024-04-08 17:00:00-07:00,2024-04-08 17:00:00-07:00,2024-04-08 18:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,-1.21324,7.07908,-8.25904,-0.03327
2024-04-08 18:00:00-07:00,2024-04-08 18:00:00-07:00,2024-04-08 19:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,40.94436,40.0823,0.39711,0.46495
2024-04-08 19:00:00-07:00,2024-04-08 19:00:00-07:00,2024-04-08 20:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,57.95026,55.54823,0.66893,1.7331
2024-04-08 20:00:00-07:00,2024-04-08 20:00:00-07:00,2024-04-08 21:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,54.51344,52.96059,0.46186,1.09099
2024-04-08 21:00:00-07:00,2024-04-08 21:00:00-07:00,2024-04-08 22:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,45.01787,43.60753,0.63849,0.77185
2024-04-08 22:00:00-07:00,2024-04-08 22:00:00-07:00,2024-04-08 23:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,42.7857,41.55343,0.50092,0.73134
2024-04-08 23:00:00-07:00,2024-04-08 23:00:00-07:00,2024-04-09 00:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,41.12038,39.89728,0.6765,0.54659
2024-04-09 00:00:00-07:00,2024-04-09 00:00:00-07:00,2024-04-09 01:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,36.77645,35.87513,0.61791,0.28341
2024-04-09 01:00:00-07:00,2024-04-09 01:00:00-07:00,2024-04-09 02:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,36.17801,35.27148,0.63494,0.27159
2024-04-09 02:00:00-07:00,2024-04-09 02:00:00-07:00,2024-04-09 03:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,35.25616,34.50507,0.60272,0.14837
2024-04-09 03:00:00-07:00,2024-04-09 03:00:00-07:00,2024-04-09 04:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,35.36996,34.50507,0.6199,0.24499
2024-04-09 04:00:00-07:00,2024-04-09 04:00:00-07:00,2024-04-09 05:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,40.77762,39.78953,0.61805,0.37004
2024-04-09 05:00:00-07:00,2024-04-09 05:00:00-07:00,2024-04-09 06:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,52.45839,51.10803,0.59907,0.75129
2024-04-09 06:00:00-07:00,2024-04-09 06:00:00-07:00,2024-04-09 07:00:00-07:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,57.6838,55.1692,1.85809,0.65651
